Hybridization.REF,labels,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
TCGA-A6-2685,0,0,6.7423,1.798,0.899,0.4495,0.4495,71.0192
TCGA-A6-2686,0,0,88.2496,8.7762,0.4876,2.4378,0,2.9254
TCGA-A6-4105,0,0,1.5379,1.0252,43.0604,0.5126,0,56.3886
TCGA-A6-5656,0,0,0.5531,1.1062,7.1903,0,0,0.5531
TCGA-A6-5657,0,0,1.523,0.3046,0.6092,0.3046,0,21.0181
TCGA-A6-5659,0,0,1.7037,0,22.5744,0,0,2.1297
TCGA-A6-5660,0,0,4.7251,0,3.4364,0,0,0
TCGA-A6-5661,0,0,0.819,0.819,0,0,0,0.819
TCGA-A6-5662,0,0,3.4632,0.4329,3.0303,0.4329,0,0.4329
TCGA-A6-5664,0,0,5.1372,1.8681,87.3322,0.467,0,7.0053
TCGA-A6-5665,0,0,6.5673,0.4691,0.9382,0,0,0
TCGA-A6-5666,0,0,0.5094,1.5283,20.8864,0,0,14.7733
TCGA-A6-5667,0,0,5.9353,0,4.6635,0,0,0.424
TCGA-A6-6137,0,0,0.923,0.4615,3.6922,0.923,0,0.4615
TCGA-A6-6138,0,0,1.8116,0,76.5399,0.4529,0,0.4529
TCGA-A6-6140,0,0,0.8707,0,4.7889,0,0,1.3061
TCGA-A6-6141,0,0,1.8453,0.6151,14.7624,0.6151,0,0
TCGA-A6-6142,0,0,6.4262,0.5842,7.0104,0.5842,0,13.4365
TCGA-A6-6648,0,0,1.5248,1.2706,1.2706,0,0,12.1982
TCGA-A6-6649,0,0,3.189,0.3189,2.8701,0.6378,0,10.2049
TCGA-A6-6650,0,0,3.8816,1.1645,11.6448,0,0,0.3882
TCGA-A6-6651,0,0,11.7265,0,24.2907,0.4188,0.4188,2.5128
TCGA-A6-6652,0,0,0.8776,0.8776,6.143,0,0,14.48
TCGA-A6-6653,0,0,1.0092,0,4.5414,1.5138,0,3.5322
TCGA-A6-6654,0,0,2.7529,0.4588,0,0.4588,0,3.6706
TCGA-A6-6780,0,0,0.4943,0.4943,18.784,0,0,0.4943
TCGA-A6-6781,0,0,1.913,0,3.3477,0,0,1.913
TCGA-A6-6782,0,0,5.7319,0.4409,11.9048,0.8818,0,110.2293
TCGA-A6-A565,0,0,2.9575,1.1091,1.1091,0.7394,0,15.5268
TCGA-A6-A566,0,0,11.2238,0,6.859,2.4942,0,34.9185
TCGA-A6-A567,0,0,1.0344,1.0344,2.0688,0,0,1.0344
TCGA-A6-A56B,0,0,8.3234,0,2.3781,0,0,0
TCGA-A6-A5ZU,0,0,2.6747,1.3373,0,1.3373,0,4.012
TCGA-AA-3489,0,0,1.5175,0.7587,1.1381,0.3794,0,407.8149
TCGA-AA-3492,0,0,1.9546,0,8.7956,0.9773,0,0
TCGA-AA-3495,0,0,2.8846,0.4808,5.2885,0.4808,0,9.6154
TCGA-AA-3496,0,0,1.2419,0.8279,11.1772,0,0,3.3118
TCGA-AA-3502,0,0,1.9324,0.4831,0,0.4831,0,0
TCGA-AA-3506,0,0,3.5959,0,88.0998,0,0,5.8434
TCGA-AA-3509,0,0,4.3346,0,23.8405,0,0,13.4374
TCGA-AA-3511,0,0,8.1101,1.2805,15.7934,0,0,14.5129
TCGA-AA-3655,0,0,0.4636,0,1.3908,1.8544,0.9272,1.3908
TCGA-AA-3660,0,0,3.3816,0,0.4831,0,0,0.4831
TCGA-AA-3662,0,0,2.5316,0,2.5316,0,0,22.2785
TCGA-AA-3663,0,0,1.0989,2.1978,2.1978,1.0989,0,3.8462
TCGA-AA-3712,0,0,0.8433,0,0.8433,0.4216,0,2.5298
TCGA-AA-3713,0,0,0.7721,0.3861,0,0.3861,0,0
TCGA-AD-5900,0,0,1.556,0.5187,18.1535,0,0,0.5187
TCGA-AD-6548,0,0,0.4085,0.4085,4.9025,0.4085,0,4.4939
TCGA-AD-6888,0,0,1.4853,0,15.596,0.7427,0,158.5592
TCGA-AD-6889,0,0,3.0722,0,20.9933,0,0,1.0241
TCGA-AD-6890,0,0,0.591,0,3.5461,1.182,0,5.9102
TCGA-AD-6895,0,0,4.2505,0,0.4723,0.4723,0,0
TCGA-AD-6899,0,0,1.0672,0,2.1345,0.3557,0,2.1345
TCGA-AD-6901,0,0,3.1614,0.5269,0,2.6345,0,173.8746
TCGA-AD-6963,0,0,0,1.053,2.808,0,0,1.404
TCGA-AD-6964,0,0,2.0171,0.6724,7.3962,7.3962,0,155.9929
TCGA-AD-6965,0,0,0.5165,0,1.0331,1.0331,0,0
TCGA-AD-A5EJ,0,0,0,0,10.2339,0,0,0.9747
TCGA-AD-A5EK,0,0,2.682,0,36.3985,3.0651,0,4.2146
TCGA-AM-5820,0,0,5.428,0.8351,53.8622,0,0,1.6701
TCGA-AM-5821,0,0,0,1.0539,52.694,1.0539,0,0.5269
TCGA-AU-3779,0,0,4.6912,0,22.9346,0,0,8.3398
TCGA-AU-6004,0,0,1.3119,3.4984,3.4984,0.4373,0.4373,0
TCGA-AY-5543,0,0,3.5489,0,3.5489,1.5773,0,1.9716
TCGA-AY-6196,0,0,4.2017,1.2005,0.6002,0,0.6002,2031.2125
TCGA-AY-6197,0,0,3.6795,0,26.9828,0,0,19.215
TCGA-AY-6386,0,0,2.6717,0,2.2264,0.8906,0,6.234
TCGA-AY-A54L,0,0,9.3299,0.8482,11.4504,0,0,2.9686
TCGA-AY-A69D,0,0.3551,106.5435,0.7103,95.8892,0.7103,0,1.4206
TCGA-AY-A71X,0,1.153,165.6418,1.153,154.1122,1.153,1.153,4.2275
TCGA-AY-A8YK,0,0,1.3932,0.9288,118.8831,0.4644,0,4.1795
TCGA-AZ-4313,0,0,0.9456,0,0,0.9456,0,0
TCGA-AZ-4315,0,0,0.4419,0,2.6516,2.2097,0,0.4419
TCGA-AZ-4323,0,0,3.5127,1.0036,6.5236,0.5018,0,4.5164
TCGA-AZ-4614,0,0,95.1797,0,1.2255,0.817,0.4085,2.8595
TCGA-AZ-4615,0,0,0,1.4133,0,0.4711,0,0.4711
TCGA-AZ-4616,0,0,7.9721,0,10.9616,0,0,0
TCGA-AZ-4682,0,0,4.505,0.4095,0.8191,1.6382,0,2.4573
TCGA-AZ-4684,0,0,0,3.7991,0,2.8493,0,1.8996
TCGA-AZ-5403,0,0,0.4627,0.4627,0.9255,1.851,0,0.4627
TCGA-AZ-5407,0,0,1.162,0.581,0.581,2.324,0,0.581
TCGA-AZ-6598,0,0,0,0.54,46.9762,0.54,0,0.54
TCGA-AZ-6599,0,0,0,0.5095,0,1.5285,0,0
TCGA-AZ-6600,0,0,1.2728,0.4243,14.8494,0,0,1.6971
TCGA-AZ-6601,0,0,0.8439,0,0.8439,0.4219,0.8439,14.7679
TCGA-AZ-6603,0,0,2.194,0.3657,32.1784,1.097,0,4.0223
TCGA-AZ-6605,0,0,2.4606,0,0.9843,0.4921,0.4921,2.4606
TCGA-AZ-6606,0,0,1.2475,0,2.4951,0.4158,0.4158,3.7426
TCGA-AZ-6607,0,0,2.3931,0,0,0,0,2.3931
TCGA-AZ-6608,0,0,0.8163,0,1.2245,0.4082,0,0.4082
TCGA-CA-5254,0,0,0.3788,0,0,2.2729,0,0.7576
TCGA-CA-5255,0,0.5549,13.3185,0,47.1698,0,0,2.7747
TCGA-CA-5256,0,0,1.585,0.5283,11.095,0,0,13.7366
TCGA-CA-5796,0,0,5.1118,0.639,0,1.278,0,0
TCGA-CA-5797,0,0,1.4886,0,0.3722,0,0,0
TCGA-CA-6715,0,0,0.3695,0.3695,21.8034,0,0,2.9564
TCGA-CA-6716,0,0,0,0,15.2753,0,0,3.3945
TCGA-CA-6717,0,0,3.602,0.4502,0,0.9005,0,0.9005
TCGA-CA-6718,0,0,0.7837,0.7837,1.9592,0,0.3918,0
TCGA-CA-6719,0,0,0.4636,0.9272,0.4636,0.4636,0,2.318
TCGA-CK-4947,0,0,0,0,0.4227,0,0,1.6906
TCGA-CK-4948,0,0,5.2632,0.3289,1.9737,0,0,2.3026
TCGA-CK-4950,0,0,4.6891,1.3397,35.5031,0.3349,0,9.7131
TCGA-CK-4951,0,0,1.4225,0.7112,1.7781,0.3556,0,0.7112
TCGA-CK-4952,0,0,0.4093,0.4093,0,0,0,0.8187
TCGA-CK-5912,0,0,0.499,0,1.996,0.499,0,1.497
TCGA-CK-5913,0,0,6.3105,0.4207,3.3656,0.4207,0.4207,1.6828
TCGA-CK-5914,0,0,0,0.405,4.4552,0,0.405,2.4301
TCGA-CK-5915,0,0,0,0.444,1.3321,0,0,0.444
TCGA-CK-5916,0,0,0,0,0,0,0,2.0817
TCGA-CK-6746,0,0,0.4562,0,0,0,0,0.4562
TCGA-CK-6747,0,0,0.7347,0.3673,1.102,0.7347,0,0
TCGA-CK-6748,0,0,2.0321,0.8128,40.2357,0,0,0.4064
TCGA-CK-6751,0,0,0.5062,0.5062,0,1.0124,0,0
TCGA-CM-4743,0,0,0,1.868,0,0.6227,0,0
TCGA-CM-4744,0,0,1.546,0,1.546,0.3865,0,0.773
TCGA-CM-4747,0,0,10.101,0,47.619,0.481,0,0.962
TCGA-CM-4751,0,0,0.9141,1.3711,0.457,0.457,0,9.1408
TCGA-CM-5344,0,0,0.9863,0,1.4795,2.4658,0,7.3974
TCGA-CM-5348,0,0,0.8396,0,0,0,0.4198,8.3963
TCGA-CM-5349,0,0,206.8966,0,24.3075,0,0,2.2612
TCGA-CM-5860,0,0,2.9429,0,21.1889,0,0,2.9429
TCGA-CM-5861,0,0,0.7067,0,14.841,0,0,0.7067
TCGA-CM-5862,0,0,1.9608,0,0.6536,0,0,1.9608
TCGA-CM-5863,0,0,3.8471,0.9618,2.8853,0.4809,0,1.4427
TCGA-CM-5864,0,0,0.6812,0,16.3488,2.0436,0,29.2916
TCGA-CM-5868,0,0,0.3584,1.0753,2.509,0.3584,0,58.7814
TCGA-CM-6161,0,0,0.8565,1.2848,14.1328,2.1413,0,0.4283
TCGA-CM-6162,0,0,0,3.1588,0,0,0,21.6606
TCGA-CM-6163,0,0,2.0185,2.0185,44.0039,0.4037,0,4.0371
TCGA-CM-6164,0,0,5.5617,0.3708,3.337,0,0,0
TCGA-CM-6165,0,0,8.8626,0.4924,8.3703,0.4924,0,3.9389
TCGA-CM-6166,0,0,0,1.1976,22.1557,0.5988,0,5.988
TCGA-CM-6167,0,0,2.6497,1.5898,1.0599,0.5299,0.5299,29.1468
TCGA-CM-6168,0,0,1.6853,0.4213,0.8426,0,0,10.1116
TCGA-CM-6169,0,0,0,0,9.3848,1.0428,0,3.1283
TCGA-CM-6170,0,0,3.7422,0,42.4116,0,0,1.2474
TCGA-CM-6171,0,0,200.6523,0.4499,51.2878,0,0,1.3497
TCGA-CM-6172,0,0,0.4622,0.9243,3.2351,1.3865,0,6.0081
TCGA-CM-6674,0,0,1.1287,0,0,1.693,0,0.5643
TCGA-CM-6675,0,0,6.447,0.4029,0,0.4029,0,0
TCGA-CM-6676,0,0,1.2876,0,12.8755,0.4292,0,1.7167
TCGA-CM-6677,0,0,2.7082,0.677,7.4475,0,0,6.7705
TCGA-CM-6678,0,0,3.0461,0.4352,187.1192,2.611,0,3.4813
TCGA-CM-6679,0,0,0.3946,0.3946,10.2605,0.7893,0,0.7893
TCGA-CM-6680,0,0,2.7807,0,0,1.8538,0,1.8538
TCGA-D5-5537,0,0,0,0.4949,28.7022,0.4949,0,0
TCGA-D5-5538,0,0,4.4472,0.4941,14.3298,1.4824,0,24.2125
TCGA-D5-5539,0,0,0.4698,6.5766,0.9395,1.4093,0,12.2137
TCGA-D5-5540,0,0,3.6946,0,5.5419,0.6158,0,9.2365
TCGA-D5-5541,0,0,5.8179,0.3422,38.3299,0,0,4.1068
TCGA-D5-6529,0,0,0.4602,0.9204,28.9922,0,0.4602,1.3806
TCGA-D5-6530,0,0,0.4955,0,0.991,0.4955,0,1.4866
TCGA-D5-6531,0,0,0.5105,0,1.0211,0.5105,0,1.0211
TCGA-D5-6532,0,0,0,0,3.5149,0,0,3.9543
TCGA-D5-6533,0,0,0,0.456,7.2959,0,0,15.0479
TCGA-D5-6534,0,0,1.3941,0.3485,0.697,0,0,20.5627
TCGA-D5-6535,0,0,1.4615,0.4872,2.4358,0.9743,0,0.9743
TCGA-D5-6536,0,0,1.1119,0.5559,53.9263,2.7797,0,152.8839
TCGA-D5-6537,0,0,0.8545,0.4273,29.0536,0.8545,0,0.8545
TCGA-D5-6538,0,0,1.3468,0,26.4871,0,0,0
TCGA-D5-6539,0,0,2.7911,0.9304,0.4652,0.4652,0,14.8857
TCGA-D5-6540,0,0,1.8764,0,0.9382,0.4691,0,0
TCGA-D5-6541,0,0,0,0,0,1.4071,0,0
TCGA-D5-6898,0,0,2.213,0,2.5819,0.7377,0,0
TCGA-D5-6920,0,0,0,1.9685,0,0.7874,0,0.3937
TCGA-D5-6922,0,0,2.52,0,0,0,0,1.08
TCGA-D5-6923,0,0,3.9261,0.9815,4.2532,0.3272,0.3272,0.6543
TCGA-D5-6924,0,0,3.3074,0,95.9153,0,0,112.4525
TCGA-D5-6926,0,0,1.2782,0.4261,3.4086,0,0,0
TCGA-D5-6927,0,0,0.5641,0,1.1282,1.6923,0,0
TCGA-D5-6928,0,0,9.7956,0.4259,3.833,0,0,0.8518
TCGA-D5-6929,0,0,2.9554,0,24.8252,0,0,2.9554
TCGA-D5-6930,0,0,3.4641,0,2.8868,1.7321,0,0.5774
TCGA-D5-6931,0,0,0.9355,0,0.9355,0.9355,0,0
TCGA-D5-6932,0,0,1.3533,0,4.9622,0,0,3.6089
TCGA-D5-7000,0,0,1.1761,0.392,0,0.7841,0,4.7045
TCGA-DM-A0X9,0,0,0.3212,0.9637,15.098,0.6425,0,0.9637
TCGA-DM-A0XD,0,0,0,0,13.0734,1.4007,0,5.136
TCGA-DM-A0XF,0,0,3.8827,0.6471,55.9752,0.6471,0,0.3236
TCGA-DM-A1D0,0,0,1.3324,0,3.9973,0.3331,0,1.9987
TCGA-DM-A1D4,0,0,4.892,0.8153,9.7839,11.4146,0,0.8153
TCGA-DM-A1D6,0,0,1.1295,0,0.2824,0.2824,0,0.5647
TCGA-DM-A1D7,0,0,5.9304,0.3488,1.7442,0.3488,0,8.0235
TCGA-DM-A1D8,0,0,0.9911,0,17.1787,0,0,0
TCGA-DM-A1D9,0,0,1.3245,0.3311,1.6556,2.3179,0,0
TCGA-DM-A1DA,0,0,4.1362,0.9545,6.0452,0,0,0
TCGA-DM-A1DB,0,0,13.19,0,16.6308,1.147,0,9.4624
TCGA-DM-A1HA,0,0,6.7878,0,3.9928,0,0,5.1907
TCGA-DM-A1HB,0,0,2.0149,0.403,1.2089,0.403,0,2.0149
TCGA-DM-A280,0,0,0,0,1.7019,0,0,0.5673
TCGA-DM-A282,0,0,12.8041,0,11.5237,0,0,11.0969
TCGA-DM-A285,0,0.3647,4.012,0.3647,1.0942,0.7295,0,2.1884
TCGA-DM-A288,0,0,0.56,1.68,0,0,0,0
TCGA-DM-A28A,0,0,1.6885,0,2.5327,0,0,4.2212
TCGA-DM-A28C,0,0,0,0,0,1.6488,0,0.4122
TCGA-DM-A28E,0,0,0.8981,0,4.9394,0,0,0
TCGA-DM-A28F,0,0,2.7877,0,6.6208,0.3485,0,0.6969
TCGA-DM-A28G,0,0,1.3761,0.4587,7.7982,0.9174,0,0.4587
TCGA-DM-A28H,0,0,91.3043,0.7905,1.581,0.3953,0,1.581
TCGA-DM-A28K,0,0,1.556,1.0373,0.5187,0.5187,0,0
TCGA-DM-A28M,0,0,1.4545,0,11.6364,2.9091,0,4
TCGA-F4-6459,0,0,7.2619,2.1358,34.1734,0,0,49.5515
TCGA-F4-6460,0,0,9.3848,1.0428,21.3764,0,0,1.0428
TCGA-F4-6461,0,0,0,0,1.1142,1.1142,0,0.5571
TCGA-F4-6463,0,0,3,0,11,1,0,0.5
TCGA-F4-6569,0,0,1.6442,0.4111,0.8221,0,0,37.4062
TCGA-F4-6570,0,0,1.757,0,1.3178,0,0,0
TCGA-F4-6703,0,0,1.1437,0,13.7247,0.3812,0,548.2272
TCGA-F4-6704,0,0,1.9196,0.2742,2.4681,0,0,0.2742
TCGA-F4-6805,0,0,1.1231,0.5616,5.0541,1.6847,0,25.8318
TCGA-F4-6806,0,16.7448,91.0918,3.349,452.1098,16.075,1.3396,28.8011
TCGA-F4-6807,0,0,2.5853,0,5.1706,0.5171,0,16.029
TCGA-F4-6808,0,0,10.6572,0,3.5524,0.5921,0,3.5524
TCGA-F4-6809,0,0.4237,5.9322,0.8475,12.2881,0.4237,0.4237,28.8136
TCGA-F4-6854,0,0,2.085,0,10.4248,0.3475,0,6.6024
TCGA-F4-6855,0,0,1.3091,0,13.0911,0.6546,0.6546,13.0911
TCGA-F4-6856,0,0,0.6989,0,0,0,0,0
TCGA-G4-6293,0,0.5302,1.5907,1.0604,165.9597,2.1209,0,18.0276
TCGA-G4-6294,0,0,0.9269,0.4634,24.0992,0.4634,0,10.1958
TCGA-G4-6295,0,0,1.4579,0,5.8316,0,0,1.4579
TCGA-G4-6297,0,0,1.9175,3.3557,2.3969,0.9588,0,4.3145
TCGA-G4-6298,0,0,6.6815,1.1136,1.1136,0.5568,0,1.1136
TCGA-G4-6299,0,0.455,4.0946,0,10.0091,0,0.9099,0.455
TCGA-G4-6302,0,0,0,0,1.1167,0.5583,0.5583,5.0251
TCGA-G4-6303,0,0,5.1622,1.7207,39.9208,0,0.3441,0.3441
TCGA-G4-6304,0,0,0.8734,0,0.8734,0,0,0
TCGA-G4-6306,0,0,35.1865,0,2.1112,0,0,1.4075
TCGA-G4-6307,0,0,0.9006,0.3002,5.1036,0.6004,0,1.2008
TCGA-G4-6309,0,0,6.2288,0,5.0963,0,0,0
TCGA-G4-6310,0,0,1.497,0,5.2395,0,0,0.7485
TCGA-G4-6311,0,0,1.574,0,0,2.0986,0,1.0493
TCGA-G4-6314,0,0,1.7206,0,2.5809,0,0,0.8603
TCGA-G4-6315,0,0,13.3676,0,32.3907,0,0,4.1131
TCGA-G4-6317,0,0,0,0,5.4615,0,0,1.0923
TCGA-G4-6317,0,17.6503,6.0673,1.1031,152.7854,0.5516,0.5516,18.2019
TCGA-G4-6320,0,0,6.0487,1.2097,1.8146,0,0,1.8146
TCGA-G4-6321,0,0,19.7628,1.9763,6.5876,1.3175,0,1.9763
TCGA-G4-6322,0,0.4037,1.2111,0,0,0.4037,0,1.6149
TCGA-G4-6323,0,0,0,0,12.4648,5.9356,0.5936,0.5936
TCGA-G4-6586,0,0,2.1268,0.8507,13.1859,0,0,2.5521
TCGA-G4-6588,0,0,1.5023,0.5008,0,2.003,0,10.5158
TCGA-G4-6625,0,0,0.907,1.3605,2.7211,0.907,0,0.4535
TCGA-G4-6626,0,0,0.8772,0,48.2456,3.0702,0,1.7544
TCGA-G4-6627,0,0,0,0,5.6475,0,0,6.6744
TCGA-G4-6628,0,0,0,0.4146,42.2886,0,0,4.1459
TCGA-NH-A50T,0,0,0.8975,0,0.8975,0,0,2.2437
TCGA-NH-A50U,0,0,1.9299,0,0.3216,0,0,0.3216
TCGA-NH-A50V,0,0,2.2946,0,0,0,0,9.6374
TCGA-NH-A5IV,0,0,0.7862,1.1794,0.3931,0.7862,0,0
TCGA-NH-A6GA,0,0,2.4368,0,0,0,0,2.0887
TCGA-NH-A6GB,0,0,9.265,0.6177,8.0296,0,0,0.6177
TCGA-NH-A6GC,0,0,1.5699,0.7849,7.0644,1.5699,0,0
TCGA-NH-A8F7,0,0,13.7083,0.4032,1.2096,0.4032,0,0
TCGA-NH-A8F7,0,0,2.3324,0,2.3324,0,0,0.9329
TCGA-NH-A8F8,0,0.5615,1.6844,0.5615,5.0533,0,0,0.5615
TCGA-QG-A5YV,0,0,0.3936,0.3936,1.1808,1.1808,0,0.3936
TCGA-QG-A5YW,0,0,0.7988,0.7988,0,0,0,0
TCGA-QG-A5YX,0,0,1.2275,0,0.4092,0.4092,0,2.0458
TCGA-QG-A5Z1,0,0,0.3365,0.673,0.3365,1.346,0,0.3365
TCGA-QG-A5Z2,0,0,0.6856,0.3428,0,3.0854,0,0
TCGA-QL-A97D,0,0,2.3618,0.4724,1.8895,0,0,0.4724
TCGA-RU-A8FL,0,0.4541,0,0.4541,0.4541,0.4541,0,0.4541
TCGA-SS-A7HO,0,0,24.3694,0.8703,3.9165,0,0,2.1758
TCGA-T9-A92H,0,0,2.9449,0.4207,1.2621,0,0,1.2621
TCGA-WS-AB45,0,0,1.2069,65.5731,0,0,0,1.6092
TCGA-AF-2687,0,0,31.9285,7.6628,9.7914,0,0.4257,23.4142
TCGA-AF-2690,0,0,3.7024,4.628,1.8512,0,0,217.5171
TCGA-AF-2693,0,0,0.8655,0,15.5794,0,0,0.8655
TCGA-AF-3911,0,0,0.6628,0,0,0.3314,0,2.3198
TCGA-AF-4110,0,0,2.0814,1.2488,12.072,0,0,5.4116
TCGA-AF-6136,0,0,4.397,0,5.6533,0.6281,0,3.1407
TCGA-AF-6655,0,0,2.8297,2.2637,0.5659,0.5659,0,7.3571
TCGA-AF-6672,0,0,1.6809,1.6809,0.5603,0.5603,0,1.1206
TCGA-AF-A56K,0,0,4.0577,1.8034,15.3291,0,0,15.78
TCGA-AF-A56L,0,4.5283,16.6038,0.3774,44.5283,0,0,7.1698
TCGA-AF-A56N,0,0,2.8306,0.4044,70.3599,0,0,2.0218
TCGA-AG-3591,0,0,1.543,0,0,1.0286,0,1.0286
TCGA-AG-3592,0,0,2.2429,0,16.3409,0.9612,0,5.447
TCGA-AG-3725,0,0,2.1115,0.8446,0.4223,0.4223,0,1.6892
TCGA-AG-3731,0,0,115.8368,0.7646,1.1469,0.3823,0,15.6743
TCGA-AG-3732,0,0,2.2676,1.3605,0,0,0,0.907
TCGA-AG-3742,0,0,1.9531,0,5.8594,0,0,1.4648
TCGA-AG-4021,0,0,1.1157,0.3719,0.3719,1.8594,0,0.7438
TCGA-AG-4022,0,0,0.4423,0,1.3268,0.4423,0,3.096
TCGA-AH-6544,0,0,0,0,2.8667,0,0,1.9111
TCGA-AH-6547,0,0,3.4449,0.4921,0.9843,0.4921,0,0.9843
TCGA-AH-6549,0,0,34.4635,1.2764,20.7419,1.2764,0,1.9146
TCGA-AH-6643,0,0,0,1.769,4.8648,0,0,1.3268
TCGA-AH-6644,0,0,2.2462,0,19.3172,0.4492,0,9.8832
TCGA-AH-6897,0,0,1.1718,0,6.445,0,0,1.1718
TCGA-AH-6903,0,0,0,0.4771,0.9542,1.1927,0,26.479
TCGA-BM-6198,0,0,5.8706,0,1.6011,4.8032,0.5337,52.8352
TCGA-CI-6619,0,0,290.9679,0.8082,33.9463,0.8082,0,38.3916
TCGA-CI-6620,0,5.876,53.2759,1.5669,130.0558,7.8347,1.5669,11.752
TCGA-CI-6621,0,0,10.6553,0.7893,61.9584,0,0,24.8623
TCGA-CI-6622,0,0,3.8152,0.8478,8.4782,0.8478,0,3.3913
TCGA-CI-6623,0,0,0.7062,0,9.887,0.3531,0,6.709
TCGA-CI-6624,0,0,4.1475,0.4608,29.4931,0.9217,0,2.765
TCGA-CL-4957,0,0,0.726,0.363,10.8903,0,0,15.9724
TCGA-CL-5917,0,0,20.8851,1.4918,16.4097,0.4973,0,3.4809
TCGA-CL-5918,0,0,2.1957,0,20.3101,0.5489,0,8.7828
TCGA-DC-4745,0,0,0.9124,0.4562,10.4927,0,0,4.1058
TCGA-DC-4749,0,0,1.7683,0.8842,6.1892,0,0,7.5155
TCGA-DC-5337,0,0,1.1219,0,2.2437,2.8047,0,2.8047
TCGA-DC-5869,0,0,5.7887,0,1.9296,0,0.4824,1.4472
TCGA-DC-6154,0,89.835,407.8765,7.2379,1020.9686,16.1788,1.703,92.3896
TCGA-DC-6155,0,0,20.6398,0,4.128,0,0,1.376
TCGA-DC-6156,0,0,1.433,0.4777,0,0,0,13.8524
TCGA-DC-6157,0,0,3.998,0.4998,60.9695,0,0,0.4998
TCGA-DC-6158,0,0,1.3619,0,1.3619,0.454,0,1.3619
TCGA-DC-6160,0,0,1.0533,1.0533,5.2666,0.5267,0,4.74
TCGA-DC-6681,0,0,4.5086,0,0.7514,0,0,0
TCGA-DC-6682,0,0,0.5488,2.7442,40.0659,0,0,2.7442
TCGA-DC-6683,0,0,3.09,0,20.6,0,0,0.515
TCGA-DT-5265,0,0,7.0565,0.504,23.6895,1.0081,0,10.5847
TCGA-DY-A0XA,0,0,0.5056,1.5167,0.5056,0.5056,0,1.0111
TCGA-DY-A1DC,0,0,0,0,3.4655,0,0,0.4951
TCGA-DY-A1DD,0,0,3.5059,0,6.0101,0.5008,0,1.0017
TCGA-DY-A1DE,0,0,3.4318,0.4903,0,0.4903,0,0
TCGA-DY-A1DF,0,0,1.2315,0.6158,0.6158,0,0,0
TCGA-DY-A1DG,0,0,15.694,0.4904,50.0245,0.4904,0,1.4713
TCGA-DY-A1H8,0,0,7.6094,0,60.8751,0,0,2.5365
TCGA-EF-5830,0,0,1.5152,0,83.8384,0,0,1.5152
TCGA-EF-5831,0,0,0.4742,0.4742,3.3195,0,0,0
TCGA-EI-6506,0,0,2.4722,0,2.8843,0,0,4.9444
TCGA-EI-6507,0,0,6.1674,0.4405,26.4317,0,0,0.8811
TCGA-EI-6508,0,0,1.0912,0.3637,92.7529,1.4549,0,2.1824
TCGA-EI-6509,0,0,0.917,0,6.4191,0.917,0,1.3755
TCGA-EI-6510,0,0,1.2799,0,4.6928,2.1331,0,1.7065
TCGA-EI-6511,0,0,0.4213,0.4213,38.336,0.4213,0,4.2127
TCGA-EI-6512,0,0,13.8949,0.4342,64.264,0.4342,0.4342,13.4607
TCGA-EI-6513,0,0.3893,1.1678,0.7785,2.7248,0,0,7.0066
TCGA-EI-6514,0,0,1.7805,0.4451,126.8601,1.3354,0,0
TCGA-EI-6881,0,2.736,300.2736,3.42,100.5472,0,6.156,8.5499
TCGA-EI-6882,0,0,0,0.5718,0,0,0,5.1458
TCGA-EI-6883,0,0,1.1986,0.799,68.7175,0.3995,0,0.799
TCGA-EI-6884,0,0,0,0.8949,1.3423,0.4474,0,7.6063
TCGA-EI-6885,0,0,2.5023,0,416.6406,0,0,1.2512
TCGA-EI-6917,0,0,1.8734,0.3747,0.7493,0,0,0.7493
TCGA-EI-7002,0,0,0.3713,0,11.5113,0.3713,0,3.342
TCGA-EI-7004,0,0,0,0,0,0.4329,0,4.329
TCGA-F5-6464,0,0,1.8172,0,0.9086,0,0,2.2715
TCGA-F5-6465,0,0,0.3728,1.1183,0.7455,0.7455,0,4.473
TCGA-F5-6571,0,0,1.2043,0,1.2043,0,0,0
TCGA-F5-6702,0,0,0.4131,0.4131,0,0.4131,0,0.8261
TCGA-F5-6810,0,0,5.1987,2.9707,6.3127,0,0,2.228
TCGA-F5-6811,0,0,3.2895,0.4699,108.5526,0.4699,0,0.4699
TCGA-F5-6812,0,0.4749,1.8996,0.9498,30.8679,0.4749,0,16.6212
TCGA-F5-6813,0,0,2.6212,0.8737,26.6492,0,0,17.038
TCGA-F5-6814,0,0,0.7102,1.0653,12.429,0,0,0.3551
TCGA-F5-6861,0,0,0,0,7.2872,1.6562,0,0.9937
TCGA-F5-6863,0,0,0.7435,1.8587,3.7175,0,0,0.7435
TCGA-F5-6864,0,0,1.8925,0.3785,6.4345,2.6495,0,1.8925
TCGA-G5-6233,0,0,9.9952,0,2.3798,0.476,0,0
TCGA-G5-6235,0,12.7461,61.9096,0.9104,331.3987,10.9252,1.3657,48.7083
TCGA-G5-6572,0,10.9047,75.525,0.8078,314.6204,6.0582,0.4039,32.7141
TCGA-G5-6572,0,17977.7331,125750.2347,6132.2602,646564.1851,27473.6419,1047.8873,42066.8008
TCGA-G5-6641,0,15.6895,6.1932,2.4773,42.114,0.4129,0,0.8258
