Hybridization.REF,labels,APCS,APOA1,ARG1,FGA,C9,MBL2,LBP
TCGA-2J-AAB1,0,75.6098,9.2683,0,161.9512,3.9024,0,0.4878
TCGA-2J-AAB4,0,1842.1717,0.8418,0,2061.8687,0.8418,0,0.4209
TCGA-2J-AAB6,0,61.4035,2.3392,0,54.386,0,0,11.1111
TCGA-2J-AAB8,0,0,0,0,1.8801,1.8801,0,23.5018
TCGA-2J-AAB9,0,583.0654,4.2872,1.0718,2296.8917,1.0718,0,6.4309
TCGA-2J-AABA,0,16.9093,295.6004,3.7576,72.6476,3.1314,0.6263,31.9399
TCGA-2J-AABE,0,168.3367,1.2332,0,188.0684,0,0,0
TCGA-2J-AABF,0,711.6151,39.6917,2.1263,515.9918,3.5439,0,9.2141
TCGA-2J-AABH,0,722.561,1.3066,0.4355,1655.0523,0,0,13.5017
TCGA-2J-AABI,0,98.6938,5.8055,0,175.9797,7.2569,0,1.8142
TCGA-2J-AABK,0,2006.4488,11.6079,0.8598,791.9175,0.4299,0,55.0301
TCGA-2J-AABO,0,35.2564,1.6026,0.8013,34.4551,1.6026,0,7.2115
TCGA-2J-AABP,0,0,3.1562,0,0.526,1.5781,0,375.0658
TCGA-2J-AABR,0,2512.0594,237.4768,3.7106,2130.4886,0.6184,0.6184,21.645
TCGA-2J-AABT,0,0,8.1352,1.2516,6.8836,0.6258,0,0
TCGA-2J-AABU,0,0,27.2926,1.0917,4.3668,0,0,1.0917
TCGA-2J-AABV,0,1598.4252,77.1654,0,1674.0157,0,0,17.3228
TCGA-2L-AAQA,0,236.0748,0,0.4022,320.933,1.6087,0,10.4565
TCGA-2L-AAQE,0,42.6321,172.8452,11.5848,545.8758,24.5598,3.2437,36.1446
TCGA-2L-AAQI,0,1562.0141,4.8585,0.9717,1597.9672,0.9717,0,1.4576
TCGA-2L-AAQJ,0,612.3762,10.8911,0,240.5941,1.4851,0,35.6436
TCGA-2L-AAQL,0,508.4195,20.0522,0.6468,227.6891,5.8216,0,5.1748
TCGA-2L-AAQM,0,30.2671,318.6944,27.8932,13489.6142,0.5935,2.9674,5.3412
TCGA-3A-A9I5,0,3376.9508,14.4058,2.401,12951.9808,0,0,486.7947
TCGA-3A-A9I7,0,5.0719,4868.1319,0,4.6492,0,0,1.268
TCGA-3A-A9I9,0,844.1926,15.2975,1.6997,1349.0085,0.5666,0,7.932
TCGA-3A-A9IB,0,440.1895,132.6212,2.4186,759.4477,2.8217,0.4031,20.5583
TCGA-3A-A9IC,0,174.8148,1.9753,0.4938,176.7901,3.9506,0,0.4938
TCGA-3A-A9IH,0,204.8204,4.259,1.1616,176.556,0.7744,0,6.9693
TCGA-3A-A9IJ,0,9.5757,118.6328,13.2996,94.1615,5.8518,0.532,1.596
TCGA-3A-A9IL,0,18.2306,7.5067,19.303,3153.8916,0.5362,0,0
TCGA-3A-A9IN,0,0,15.0115,1763.2794,146455.5427,1.7321,0,1.7321
TCGA-3A-A9IO,0,6.7244,3.6208,1.0345,1.5518,0,0,0
TCGA-3A-A9IR,0,1295.4811,4.4755,1.0328,0,0,0,0
TCGA-3A-A9IS,0,0,425.2612,2.726,21.3539,0,0,0
TCGA-3A-A9IU,0,1321.6169,2.6362,0.8787,1373.4622,0,0,1.7575
TCGA-3A-A9IV,0,1.1225,9.5412,61.1758,8058.9308,0,0,0
TCGA-3A-A9IX,0,349.9745,2.4502,0.8167,407.5549,2.4502,0,49.8213
TCGA-3A-A9IZ,0,2083.2714,2.974,2.2305,5860.9665,0,0,26.0223
TCGA-3A-A9J0,0,1.0562,4.7531,0.5281,4.7531,1.0562,0,155.268
TCGA-3E-AAAY,0,372.9888,9.7513,0.9751,289.1273,2.9254,0,11.7016
TCGA-3E-AAAZ,0,315.632,7.1055,0.7479,165.6694,0,0,1.4959
TCGA-F2-6879,0,22.3793,1.7668,1.1779,50.3534,0,0.2945,0
TCGA-F2-6880,0,61.3685,3.6821,0,66.278,0,0,2.4547
TCGA-F2-7273,0,2143.9787,1.8629,2.1291,1929.4744,0.2661,0,7.1856
TCGA-F2-7276,0,1456.1286,10.3818,5.0234,1146.3496,0.6698,0,66.9792
TCGA-F2-A44G,0,497.7925,1.1038,0.5519,806.8433,4.415,0,1.1038
TCGA-F2-A44H,0,289.7092,2.2371,0,758.3893,1.1186,0,5.5928
TCGA-F2-A7TX,0,755.9367,0.8795,0,1388.3026,0.4398,0,135.8839
TCGA-F2-A8YN,0,314.1593,26.7808,0.515,401.1969,2.0601,1.545,1.03
TCGA-FB-A4P5,0,171.4182,1.4527,4.3581,79.172,0,0.7263,49.3917
TCGA-FB-A4P6,0,3607.6294,4.0872,1.3624,1796.3215,0,0,116.485
TCGA-FB-A545,0,684.3301,1.514,0,2007.57,0,0,0.757
TCGA-FB-A5VM,0,1.0433,7.3031,0,26.0824,2.6082,0,331.7684
TCGA-FB-A78T,0,984.1864,0.4161,1.6646,1038.2855,0.8323,0,1.6646
TCGA-FB-A7DR,0,17.7859,166.9137,0.9121,75.704,0,0,1.8242
TCGA-FB-AAPP,0,0,1.3911,0,0,0,0,0
TCGA-FB-AAPQ,0,1706.9318,0.8974,0.8974,3918.2252,0.8974,0,5.3846
TCGA-FB-AAPS,0,126.2069,13.7931,1.3793,198.6207,0.6897,0,31.0345
TCGA-FB-AAPU,0,0,28.1594,0,2.6282,0.3755,0,3.0037
TCGA-FB-AAPY,0,2752.9794,78.0065,1.0834,2801.1918,1.0834,0,2.1668
TCGA-FB-AAPZ,0,769.008,4.3447,2.8965,636.4953,0,0,412.7444
TCGA-FB-AAQ0,0,420.9691,3.5525,1.1842,466.5593,0,0,0.5921
TCGA-FB-AAQ1,0,3371.4714,2.4981,1.4989,4936.7974,0.9993,0,2.9978
TCGA-FB-AAQ2,0,0,4.188,3.2573,4.188,0.9307,0,46.0679
TCGA-FB-AAQ3,0,3527.8282,1441.7689,0,2107.8361,3.0037,0,6.0074
TCGA-FB-AAQ6,0,378.4038,2.8169,0.939,176.5258,0.939,0,2.8169
TCGA-H6-8124,0,897.9757,3.7072,0,1430.1705,1.2357,0,1.2357
TCGA-H6-A45N,0,553.3905,0.7794,0,285.2689,0,0,14.0296
TCGA-H8-A6C1,0,296.875,155.1724,8.6207,687.5,5.3879,1.0776,8.0819
TCGA-HV-A5A3,0,1153.9764,2.336,0,1540.9712,0,0,1.5573
TCGA-HV-A5A4,0,29.0167,3.7614,0.5373,75.7657,1.0747,0,1.612
TCGA-HV-A5A5,0,1775.8521,29.4627,0.5777,790.8723,1.1554,0,5.1993
TCGA-HV-A5A6,0,154.1756,4.2827,0,132.227,0.5353,0,0.5353
TCGA-HV-A7OL,0,9.2421,8.626,0,3.6969,0,0,1.8484
TCGA-HV-A7OP,0,17.3647,302.3493,0,158.3248,0,0,4.0858
TCGA-HV-AA8V,0,1474.2968,44.6169,0,3571.775,0,0,0
TCGA-HV-AA8X,0,135.7251,1.729,0.4322,88.1781,0,0,0
TCGA-HZ-7289,0,0,1.5682,0,1.0455,20.3868,0,0.5227
TCGA-HZ-7918,0,273.6196,4.908,0,1787.7301,0.409,0,1.227
TCGA-HZ-7919,0,387.7842,1.5844,0,547.0173,0.3961,0.3961,3.1688
TCGA-HZ-7920,0,655.0184,1.2536,6.5815,376.0871,0,0,62.6812
TCGA-HZ-7922,0,56.9593,0.4283,0,59.1006,0.4283,0,2.9979
TCGA-HZ-7923,0,2962.2266,3.3135,0.994,1284.6256,0.6627,0.6627,90.7886
TCGA-HZ-7924,0,705.2369,732.9177,1.995,819.9501,0,0,0.2494
TCGA-HZ-7925,0,0.3138,0.3138,0,0.3138,0,0.3138,2.824
TCGA-HZ-7926,0,2785.1552,7.5774,0.3031,1557.9168,1.8186,0,23.9446
TCGA-HZ-8001,0,323.9264,3.272,2.454,290.7975,0.818,0,1099.3865
TCGA-HZ-8002,0,2839.2157,0.3565,3.9216,1559.7148,1.0695,0,424.2424
TCGA-HZ-8003,0,23.0729,3.1463,4.7195,538.0178,1.5732,0.5244,13.1096
TCGA-HZ-8005,0,0,1.7249,0.4312,70.2889,0,0,0.4312
TCGA-HZ-8315,0,1440.7421,1.5146,0,425.975,0.7573,0.3786,1.8932
TCGA-HZ-8317,0,1995.1574,3424.4934,2.039,2192.94,2.039,0,266.089
TCGA-HZ-8519,0,4.7454,1.8455,1.0545,151.8542,0.5273,0,60.1089
TCGA-HZ-8636,0,31.8098,1.7478,1.7478,34.2568,0.6991,0.3496,0.6991
TCGA-HZ-8637,0,8.0051,170.6692,4.4829,181.236,16.3305,0.9606,8.9657
TCGA-HZ-8638,0,1353.4715,508.303,1.2652,1978.4912,0.6326,0.3163,1.8978
TCGA-HZ-A49G,0,1204.5952,6.0175,1.0941,1468.2713,0.547,0,5.4705
TCGA-HZ-A49H,0,127.4591,2.7709,16.0709,937.1017,0,0,213.3555
TCGA-HZ-A49I,0,238.7567,7.1517,0,111.1264,0,0,4.401
TCGA-HZ-A4BH,0,0.9599,3.3597,0.9599,2.8798,5.7595,0,168.4665
TCGA-HZ-A4BK,0,3652.8447,4.8216,0.4822,959.0164,0,0,2.4108
TCGA-HZ-A77O,0,914.4932,9.9642,0,2282.9117,0.5536,0,4.9821
TCGA-HZ-A77P,0,809.816,5.3681,0,239.6472,0.3834,0.3834,262.6534
TCGA-HZ-A77Q,0,0,2.9377,1.7626,7.0505,1.7626,0.5875,391.3043
TCGA-HZ-A8P0,0,2561.2298,21.2771,3.9895,4860.4855,0.6649,0,1.3298
TCGA-HZ-A8P1,0,169.4611,13.1737,0,147.9042,0.5988,0,1.7964
TCGA-HZ-A9TJ,0,0,1.7446,1.3085,2.6169,0,0,17.0101
TCGA-HZ-A9TJ,0,645.4976,16.0372,0.5728,582.4942,0,0.5728,2.8638
TCGA-IB-7644,0,45.7055,132.5153,0,36.8098,0.3067,0,0
TCGA-IB-7645,0,98.1289,0.8316,3.7422,55.3015,0.4158,0,159.6674
TCGA-IB-7646,0,6.599,0,1.0152,12.1827,3.0457,0,0
TCGA-IB-7647,0,4.966,91.7407,1.8296,12.5457,1.3068,0,7.3183
TCGA-IB-7649,0,3074.2001,33.356,0,3392.1035,2.0422,0,0
TCGA-IB-7651,0,312.517,2.4437,0.8146,337.7681,0.543,0.2715,0.2715
TCGA-IB-7652,0,145.5076,2.1203,1.0602,257.3549,0.265,0.265,1.0602
TCGA-IB-7654,0,44.6789,0.6205,0,315.2343,0,0.3103,14.5827
TCGA-IB-7885,0,272.5518,111.7731,1.007,70.1519,0.6713,0,56.0544
TCGA-IB-7886,0,1284.2113,1.8836,0.3767,607.2598,0.7534,0,1.8836
TCGA-IB-7887,0,25.5759,1.7518,2.1021,680.7392,1.7518,0,60.9617
TCGA-IB-7888,0,15.9604,0,8.8057,223.4452,0,0,30.2697
TCGA-IB-7889,0,327.9769,10.7128,1.2361,814.5859,0.412,0,2.4722
TCGA-IB-7890,0,17.423,1.0249,0.5124,69.6921,0.5124,1.0249,1.0249
TCGA-IB-7891,0,657.0173,2.1443,0.8577,1389.0855,0,0,0
TCGA-IB-7893,0,1.8741,0,0,11.994,0.3748,0.7496,0.3748
TCGA-IB-7897,0,123.961,167.3292,5.421,70.8348,0.3614,0,30.3578
TCGA-IB-8126,0,254.5647,10.2924,3.4308,389.0517,0,0.6862,325.9251
TCGA-IB-8127,0,262.9023,91.174,0.518,381.7911,0.518,0.518,0.7771
TCGA-IB-A5SO,0,101.8985,0.3874,1.5498,92.5998,0,0.3874,4.6494
TCGA-IB-A5SP,0,334.5398,592.9325,0,169.0467,1.0153,0,1.0153
TCGA-IB-A5SQ,0,7.8424,10.2931,5.8818,17.6454,0.9803,0.4901,30.3893
TCGA-IB-A5SS,0,0.3795,0.3795,3.0363,486.9532,3.0363,0.3795,2.6568
TCGA-IB-A5ST,0,0,36.6972,3.495,11.7955,0,0,1011.3587
TCGA-IB-A6UF,0,6836.3055,2.4092,0,15667.4167,0,0.4818,2.4092
TCGA-IB-A6UG,0,1872.3269,10.7358,0,1693.5756,1.6104,0,1.6104
TCGA-IB-A7LX,0,1417.1175,0.9184,0.4592,1584.2694,0.9184,0.4592,0.9184
TCGA-IB-A7M4,0,88.7649,4.0578,1.0145,93.8372,0,0,3.5506
TCGA-IB-AAUM,0,298.2079,6.4516,1.4337,143.3692,2.1505,0,7.8853
TCGA-IB-AAUN,0,220.3485,221.4727,1.1242,274.3114,0.5621,0,1.6863
TCGA-IB-AAUO,0,1136.2351,80.6678,0.9838,1007.8553,0,0,3.4431
TCGA-IB-AAUP,0,13.1998,0.88,0.88,52.7994,0.88,0.44,238.4771
TCGA-IB-AAUQ,0,3565.6888,92.4745,2.551,1705.9949,4.4643,0.6378,36.352
TCGA-IB-AAUR,0,46.8891,8.5663,5.4103,284.0397,2.2543,0,186.2038
TCGA-IB-AAUS,0,1241.0583,2.9397,3.4297,1490.9358,0,0,12.2489
TCGA-IB-AAUT,0,1979.6651,1.1962,1.7943,2397.1292,0,0.5981,1.1962
TCGA-IB-AAUU,0,783.1274,8.9476,0.8522,782.7013,2.5565,0,0.8522
TCGA-IB-AAUV,0,180.5383,256.7288,12.0083,716.3561,0,0,103.9337
TCGA-IB-AAUW,0,928.0378,564.6874,4.3256,237.5147,0,0,28.313
TCGA-L1-A7W4,0,3.4177,1.7089,0.8544,6.8354,0,0.4272,2.5633
TCGA-LB-A7SX,0,135.4517,58.4483,1.3916,231.9378,1.8555,0,10.2053
TCGA-LB-A8F3,0,920.8122,135.533,5.5838,1170.5584,0.5076,0,14.7208
TCGA-LB-A9Q5,0,992.0073,1.8269,1.8269,2268.0977,0,0,6.3942
TCGA-M8-A5N4,0,0,9.1901,2.2975,5.7438,0.5744,0.5744,0.5744
TCGA-OE-A75W,0,905.6604,114.2006,1.9861,628.1033,0.4965,0.4965,7.9444
TCGA-PZ-A5RE,0,186.3587,61.0201,2.8861,317.0572,1.2369,0,3.2984
TCGA-Q3-A5QY,0,5.8502,78.7121,12.2323,36.6969,1.0637,2.1274,507.3739
TCGA-Q3-AA2A,0,2.1629,20.1875,2.1629,118.2408,0,0,21.6294
TCGA-RB-A7B8,0,7.1685,212.6643,0.5974,106.9295,0,0.5974,2.3895
TCGA-RB-AA9M,0,1181.5451,2.1459,0.4292,159.2275,0.8584,0,7.7253
TCGA-RL-AAAS,0,2661.8435,6.9668,1.6077,1288.3173,0,0.5359,206.8596
TCGA-S4-A8RM,0,204.158,10.8108,0,56.9647,4.9896,0.4158,1.2474
TCGA-S4-A8RO,0,145.7395,2.5214,0.5043,102.875,1.5129,0,6.5558
TCGA-S4-A8RP,0,254.6321,4.235,2.1175,270.5135,0.5294,0.5294,3.1763
TCGA-US-A774,0,1400,161.6842,7.1579,2417.6842,11.3684,2.5263,51.7895
TCGA-US-A776,0,6.3694,10.2891,5.8795,189.123,17.1485,5.3895,0.49
TCGA-US-A779,0,253.4094,87.6605,0,599.0136,2.0152,0.5038,10.0759
TCGA-US-A77E,0,835.8079,267.6856,0.8734,1414.4105,1.31,0.4367,0.8734
TCGA-US-A77G,0,66.1798,24.6463,2.2821,375.6276,0.9128,0,0.4564
TCGA-US-A77J,0,1186.3581,9.7442,3.6541,420.2192,0,3.0451,46.285
TCGA-XD-AAUG,0,237.1622,11.4865,8.7838,564.8649,0.6757,0.6757,8.7838
TCGA-XD-AAUH,0,66.632,3.1234,3.6439,56.2207,0.5206,0,220.1978
TCGA-XD-AAUI,0,365.5275,5.4482,2.4765,702.8232,0.9906,0,38.1377
TCGA-XD-AAUL,0,1082.3285,88.5655,1.6632,668.1913,5.4054,0.8316,3.3264
TCGA-XN-A8T3,0,621.8354,1.5823,2.1097,1409.2827,0.5274,0,22.1519
TCGA-XN-A8T5,0,328.3671,18.4744,1.7878,52.4434,0,0,56.0191
TCGA-YB-A89D,0,69.8869,4.6249,0,41.11,0.5139,0.5139,4.111
TCGA-YH-A8SY,0,1.1682,5.8411,0.5841,13.4346,0.5841,0,0.5841
TCGA-YY-A8LH,0,418.9174,1.3229,0,246.4998,0,0,4.8506
TCGA-Z5-AAPL,0,0,3.4188,7.9772,5.698,0.5698,0,242.735
TCGA-3M-AB46,0,0,19.4344,0.948,1.422,2.3701,0,0.474
TCGA-3M-AB47,0,0,8.5714,0.8163,6.9388,40.4082,0,0.4082
TCGA-B7-5816,0,0,0.8341,1.6682,1.6682,0,0,9780.0021
TCGA-B7-5818,0,0,0.6549,1.9646,0,0,0,3.2744
TCGA-B7-A5TI,0,0,30.1075,0.7168,4.6595,1.7921,0,0.3584
TCGA-B7-A5TJ,0,0,22.8037,0.7477,2.243,3.7383,0,0
TCGA-B7-A5TK,0,0,197.5353,0,110.5473,0,0.3625,1.8123
TCGA-B7-A5TN,0,0,7.6882,0,0.3075,0.9226,0.6151,1.8452
TCGA-BR-6452,0,0,4.8751,0,0,0,0,0
TCGA-BR-6453,0,0,251.7303,0,5.5802,0,2.4801,14.2606
TCGA-BR-6454,0,0,5.6915,0.5692,8.5373,3.4149,0,50.0854
TCGA-BR-6455,0,0,10.7731,0,1.2674,26.9328,0,0.9506
TCGA-BR-6456,0,0,3.7175,0.9294,7.7447,0,0,8.3643
TCGA-BR-6457,0,0,74.0633,0,0.5832,0,0,60.0671
TCGA-BR-6458,0,0,4.1524,0,1.2777,0,0.3194,1.9165
TCGA-BR-6563,0,0,20.2238,2.1515,26.6781,0,0,0.8606
TCGA-BR-6564,0,0,1289.9092,0.7119,0,0,0,4.2712
TCGA-BR-6565,0,0,12.6535,0.7443,1.1165,0,0,0.7443
TCGA-BR-6566,0,0,7.0423,0,3.5211,0.503,0,0
TCGA-BR-6705,0,0,8.6643,1.444,0,1.444,0,274.3682
TCGA-BR-6706,0,0,3.1805,0.5301,7.9512,0,0,2.6504
TCGA-BR-6707,0,0,9.2095,0.7675,103.6071,0,0,0
TCGA-BR-6709,0,0,0.5832,0,0,0,0.5832,0
TCGA-BR-6801,0,0,1.4881,0,7.4405,0,0,2.9762
TCGA-BR-6802,0,0,3.0916,0,26.2785,0,0,0.5153
TCGA-BR-6803,0,0,22.001,1.0477,37.1922,0.5238,0,1.0477
TCGA-BR-6852,0,0,42.259,1.0434,0.5217,0.5217,1.0434,1.5651
TCGA-BR-7196,0,0,4.5613,2.1052,2.4561,0,0,30.8764
TCGA-BR-7197,0,0,0.873,0,3.0554,0.4365,0,3.4919
TCGA-BR-7703,0,0,13.3378,0,0,0.2668,0,2.134
TCGA-BR-7704,0,0,107.3733,0.4608,14.7465,0,0,4.1475
TCGA-BR-7707,0,0,4.4662,0.4962,0,0,0,0
TCGA-BR-7715,0,0,4.8288,0.878,72.8709,0,0,101.4047
TCGA-BR-7716,0,0,1468.0608,0,2693.6871,5.276,2.3742,7.1227
TCGA-BR-7717,0,0,33.2606,1.0905,9.2694,7.0883,0,4.3621
TCGA-BR-7722,0,0,13.5056,0.5872,0,0,0,0
TCGA-BR-7723,0,0,23259.735,1.6058,87.1136,0,0.8029,39.3416
TCGA-BR-7851,0,0,4.5857,1.3102,0,0,0,16.0498
TCGA-BR-7901,0,0,44.8224,0.6358,13.9871,0.3179,0.3179,18.7555
TCGA-BR-7957,0,0,13.3242,1.2113,1.2113,0,0,46.9377
TCGA-BR-7958,0,0,0,0,0,0.7649,0.7649,0.7649
TCGA-BR-7959,0,0,2.2318,0,1.826,1.6231,0,113.2133
TCGA-BR-8058,0,0,21.8706,1.7638,8.466,1.0583,0,0
TCGA-BR-8059,0,0,7.7079,0,0,0,4.8682,0
TCGA-BR-8060,0,0,11.1465,0.3981,1.5924,0,0.3981,12.3408
TCGA-BR-8077,0,0,3051.2163,1.0217,205.8664,5.1083,0,4.0867
TCGA-BR-8078,0,0,27.646,0.3252,0.3252,0,0.3252,1.9515
TCGA-BR-8080,0,3.6108,2.4072,0.4012,0,0.4012,0,385.5567
TCGA-BR-8081,0,0,4.5718,0.3517,1.055,0,0.3517,26.0243
TCGA-BR-8284,0,0,120.5489,1.3469,1.3469,0.3367,0,1.0102
TCGA-BR-8286,0,0,16.6224,0.9235,0.9235,0.9235,0,0
TCGA-BR-8289,0,0,9.462,1.0814,1.8924,0.2703,0,6.4882
TCGA-BR-8291,0,0,86.4198,0.4257,10.2171,0,0,8.0885
TCGA-BR-8295,0,0.8929,38073.6607,2.6786,941.0714,0.4464,2.6786,7.1429
TCGA-BR-8296,0,0.5348,9.6257,3.2086,78.6096,5.3476,5.8824,4.2781
TCGA-BR-8297,0,0,25.406,0.9648,2.8944,0,0,0
TCGA-BR-8361,0,0,2.4579,1.0534,0,0,0,0
TCGA-BR-8362,0,0,2.3191,0.5154,1.0307,0.2577,0.5154,0.2577
TCGA-BR-8363,0,0,2.4039,1.0303,3.0908,1.7171,1.0303,1.0303
TCGA-BR-8364,0,0,92.3552,0,3.7066,0,0,0.3089
TCGA-BR-8365,0,0,9.9016,2.2004,4.7675,0,0,0.3667
TCGA-BR-8366,0,0,1.5873,0.3968,0,2.7778,0,92.8571
TCGA-BR-8367,0,0,225.1631,0.7456,0.3728,0,0.3728,0
TCGA-BR-8368,0,0,9.7308,0.9731,0.3244,0.9731,0.6487,0
TCGA-BR-8369,0,0.4182,10.0376,3.3459,1.2547,0.4182,0.4182,9.2012
TCGA-BR-8371,0,0,6.7149,0,2.5826,0.5165,0.5165,1.0331
TCGA-BR-8372,0,0,2.0812,2.0812,11.0995,0.6937,0.6937,0
TCGA-BR-8373,0,0,946.4831,1.9378,148.6579,0.2768,0,0.8305
TCGA-BR-8380,0,0,65.8866,0.6863,9.9516,0,0,0.6863
TCGA-BR-8381,0,0,54.2206,0,1.8484,0.6161,0.6161,0
TCGA-BR-8382,0,0,0,0,1.8384,0,0,0.9192
TCGA-BR-8384,0,0,6.5623,0.5966,1.1931,1.1931,0,0
TCGA-BR-8483,0,0,9.4915,0,0.678,0,0,2.0339
TCGA-BR-8484,0,0,873.962,0,8.0071,0,0.2966,0.2966
TCGA-BR-8485,0,0,5240.0425,0,1653.213,0,0,11.1524
TCGA-BR-8486,0,0,371.8011,0.3135,29.1547,0,0,0
TCGA-BR-8487,0,0,73.0012,1.7381,25.4925,1.7381,3.4762,0
TCGA-BR-8588,0,0,15.6576,0,145.6159,0,0.5219,0.5219
TCGA-BR-8589,0,0,7.8031,1.2005,808.5234,0,0,24.6098
TCGA-BR-8590,0,0,55.3814,1.0449,9.9269,1.0449,0,1.5674
TCGA-BR-8591,0,0,5.541,0.5833,1.1665,0,0,1.1665
TCGA-BR-8592,0,0,256.7203,2.914,2.914,0,0,2.914
TCGA-BR-8676,0,0,0,0,0,0,0,0
TCGA-BR-8677,0,0,4.5603,1.3029,0,0,0,333.5505
TCGA-BR-8678,0,0,0.3202,0,0,0.3202,0,1.6012
TCGA-BR-8679,0,0,55.3793,2.3075,0.8653,0,0,2.019
TCGA-BR-8680,0,0,4.2159,0.8432,0.8432,0,0,0
TCGA-BR-8682,0,0,5.0274,1.3711,6.3985,0,0,0
TCGA-BR-8683,0,0,130.9476,1.2838,2.2467,0.6419,0,2.5676
TCGA-BR-8686,0,0,16.5782,0,12.5995,0,0,0
TCGA-BR-8687,0,0,203.6609,0,0.7109,0,0.3554,0.3554
TCGA-BR-8690,0,0,1110.2804,0,18.6916,1.8692,0,5.6075
TCGA-BR-A44T,0,0,4.3173,6.476,0,0,1.0793,0.5397
TCGA-BR-A44U,0,0,1.1019,0,0.551,2.7548,0,3.8567
TCGA-BR-A452,0,0,38.3617,0.6502,127.8722,0,0,1.7339
TCGA-BR-A453,0,0,13.4158,2.496,0,3.7439,0,1.56
TCGA-BR-A4CR,0,0,3.5803,0,1.377,24.2357,0,0.8262
TCGA-BR-A4CS,0,0,449.2875,0.4191,914.0821,12.1542,0,18.4409
TCGA-BR-A4IU,0,0,3.784,0,0,0,0,1.1643
TCGA-BR-A4IV,0,0,15.7102,0,0,1.9237,0,373.1965
TCGA-BR-A4IY,0,0,3.4916,0,0.9311,1.8622,0.9311,1.6294
TCGA-BR-A4IZ,0,0,44.5476,0.232,0.6961,0.6961,0,154.5244
TCGA-BR-A4J1,0,0,30968.9787,1.1618,638.0853,0,0,4.8797
TCGA-BR-A4J2,0,0,7.2325,0,0.8345,0,0.5563,102.3675
TCGA-BR-A4J4,0,96.9641,1.2929,1.2929,0.3232,3.2321,1.9393,13.8982
TCGA-BR-A4J5,0,0,5.4392,0,0.3626,0,0,0
TCGA-BR-A4J6,0,0,3.0649,1.0216,0,0,0,0
TCGA-BR-A4J7,0,0,6.6447,1.5334,0,0,0,0
TCGA-BR-A4J8,0,0,32.1561,0.3613,0.7226,1.0839,0,0.7226
TCGA-BR-A4J9,0,0,1.2246,2.041,0,1.2246,0,0.4082
TCGA-BR-A4PD,0,0,3471.8276,0,119.1675,0.9828,0,1.2285
TCGA-BR-A4PE,0,0,4.5317,0.6474,0,0,1.079,0
TCGA-BR-A4PF,0,0,7.9627,0,57.9782,0,0,0
TCGA-BR-A4QI,0,0,13.6122,1.3173,245.0189,5.4888,0,0.2196
TCGA-BR-A4QL,0,0,2.8447,0.4064,0.4064,4.0638,0,0.4064
TCGA-BR-A4QM,0,0,263.2682,0,0,0.6983,0,0
TCGA-CD-5798,0,0,14.6359,0,2.9272,0.9757,0,0.9757
TCGA-CD-5799,0,0,566.1706,0.9088,70.4305,0,0,1.8176
TCGA-CD-5800,0,0,3806.6253,1.4047,3277.5372,0.4682,0,15.9195
TCGA-CD-5801,0,0,4.642,0,0.6631,0.6631,0,3.3157
TCGA-CD-5803,0,0,20.8333,1.1261,0.5631,0,0,0
TCGA-CD-5804,0,0,3683.1022,0.5136,73.4463,1.0272,0,3115.0488
TCGA-CD-5813,0,0,7.3046,0,5.8437,0,0,360.1169
TCGA-CD-8524,0,0,41.4297,0.6792,39.0526,0.6792,0.3396,15.9606
TCGA-CD-8525,0,0,881.1317,2.2047,188.8664,7.3489,0,1591.0344
TCGA-CD-8526,0,0,49.3786,0.3314,104.0596,1.3256,0,6.628
TCGA-CD-8527,0,0,2164.3836,0,2.1075,0,0.5269,13.6986
TCGA-CD-8528,0,0,4.2112,0.3239,0.6479,0,0.3239,0
TCGA-CD-8529,0,0,331.5472,0,11.3865,0,0.3349,0.3349
TCGA-CD-8530,0,0,16.6375,0.4378,58.2312,0,0,0
TCGA-CD-8531,0,0,0.8299,1.2448,0,0.4149,0,0
TCGA-CD-8532,0,0,91.0659,0,6.2677,3.6869,0,0.3687
TCGA-CD-8533,0,0.3384,138.7479,6.4298,391.5398,1.0152,2.3689,3.3841
TCGA-CD-8534,0,0,55.1887,0.4717,0,1.8868,0,0
TCGA-CD-8535,0,0,6.4392,0.322,12.5563,0,0,0
TCGA-CD-8536,0,0.6873,5.4983,0,0,0,0,0.6873
TCGA-CD-A486,0,0.6315,449.3211,0.6315,1860.4357,0.3158,0,1911.5883
TCGA-CD-A487,0,0,1.8204,0,1.2136,0,0,1.2136
TCGA-CD-A489,0,0,2.773,1.8486,0,0.4622,0,0
TCGA-CD-A48A,0,0,648.3566,3.0017,19.8109,1.2007,1.801,1.801
TCGA-CD-A48C,0,0,31.7731,0,0.3416,0.3416,0,99.7608
TCGA-CD-A4MG,0,0,11.6697,0.8977,0.4488,0,0,0
TCGA-CD-A4MH,0,0,27.8358,1.0438,337.1608,2.4356,0,6.263
TCGA-CD-A4MI,0,0,2.054,0.2934,3.2277,0,0,2.6408
TCGA-CD-A4MJ,0,0,0.236,0.4719,3.5396,0.7079,0.7079,1.1799
TCGA-CG-4437,0,0,6.1054,1.1101,23.3114,0,0,5.5503
TCGA-CG-4441,0,0,7.553,2.4032,5.4931,0.6866,0,0.3433
TCGA-CG-5716,0,0,35.9762,0.6424,351.4103,0,0,0.6424
TCGA-CG-5717,0,0,1.4416,8.6497,0.4805,0,0,1.4416
