GO:0007048,11948128;22926522;10573370;25010679;20146264;27981602;24673799;27601921;29291784;23686746;12429797;25657110;22851165;19956832;1327450;28043904;16773692;18773859;22810956;22553346;26545779;20830246;15101999;25239565;28873435;18081149;19228732;10735605;26141945;12654182;26949052;28844951;23417858;23722602;24303007;27577078;20381452;22173493;25873280;18705771;28178656;25892683;18227728;26460616;28609656;23376645;26770369;24700501;22326466;24169343;27791012;21932402;26935396;20232394;11798885;25043081;21965739;21165562;15676145;24837480;29446854;24504124;23593935;23833654;25245603;26969892;24552289;27349455;18162774;25427641;29601088;10393851;15057907;10935654;18093122;11680592;27829832;22373585;17405896;25623055;18629536;24569570;29574153;21777692;18397823;19816559;25168293;16344070;17919228;26485275;17786316;25962180;26499888;18571008;14502806;29871934;23860324;12210082;18306229;24888903;26910791;17294242;8600679;27191262;26490986;21931375;10023698;27621679;24122810;21793031;24889489;28535506;24114011;21552419;12115528;28194813;21333016;30388624;24747240;26563145;20816680;11866974;26033745;30155833;20021832;26546436;29733964;24880135;26825606;23024367;22201822;24179535;29170841;17143485;27211817;24204826;24427328;26877611;21912376;25038821;22855185;26627606;20948317;24658595;26173433;27608843;8918403;28733220;12668978;29970899;30111807;24582495;23845469;29270024;22510499;24223656;28668389;20655306;23688168;30086773;25436332
GO:0012501,22425181;24782229;20458760;23480765;24869760;15677536;28544747;20231087;25046749;22807971;23802572;22654601;22799314;14704000;28913568;24906237;10928141;22581342;29516682;25090123;27902465;29525035;26870236;15011833;25689921;28166242;28388535;29913454;21777578;26420419;30136419;21537609;27847321;18542072;29107934;26935396;30121648;12035045;18701500;21661384;25245603;28178615;28337870;16927143;21325634;17217824;26014518;16024633;24968753;15057907;19282655;21654208;17235714;20145951;23254774;28594409;25623055;11168786;26007234;16209266;30282996;28656003;24009453;25962180;12133481;19697355;20473610;19414361;21788103;11783914;25479763;24587306;15150102;26143116;10023698;16936263;21932391;29058818;21334995;21778461;17287171;20306986;15566522;29408314;12115528;29928876;18291259;25152244;25803229;20691980;12484048;21855619;11953819;10362118;24272200;21394804;26173433;26470769;18813828;25606968;25125499;23480757;15336730;27345740;24603952;17241887;29532867;27035431;17729398;19968497;23877657;29512768;26797414;23121546;29039581;26840346;15730924;23619566;29725387;10711445;23274410;11747335;29110119;17352013;20101459;23225424;27277541;9881707;19528460;22194052;28873435;20724592;23799613;15052690;27554639;23812726;20412118;22230750;25344679;28096273;12483273;24998588;22162124;30084792;21965739;20698202;26090720;28412732;24337160;12681060;17067385;23531103;30008874;26954680;26967384;26312563;21647092;27039769;19825989;26571380;29057544;26309394;23887863;26287365;29471889;24329682;18752120;19821497;28060377;17724801;27472451;21429547;30235453;23949086;27825112;23493353;16357152;22200632;23637956;24247752;27191262;23859331;26812694;28766687;10632753;22038837;10869285;25170898;21612698;30388624;28422736;23298486;22044563;22201822;25064451;15794670;27382301;24676340;24427328;21912376;26160843;19358267;24312291;26925636;26980625;28733220;18597023;24587299;17470130;18270973;26451003;30111807;17165088;19460356;25502636;17690039;22901367;12680226;25760482;26923637;28521485;28241849;30086773;22926522;25010679;17341890;29871612;21830375;25053517;30067440;19564027;30382596;14760769;26250568;12120204;24100678;29513793;20688607;21953056;29963132;9328309;11414450;28454306;28100868;22886457;15940637;25280519;28670110;20216413;28178656;24811250;11854917;27918553;25165862;27231123;27216979;23942005;20938215;24351817;27630287;25895131;28414551;17037742;21330448;24552289;27349455;30205958;10393851;25037728;25435928;28753454;16166346;23658488;23754683;15968727;27186398;20510329;27829993;22320835;11870367;14598145;23348740;23646150;19291182;20924191;29740203;23354623;20564345;14647920;25633045;21109977;21373753;25229838;17406986;27795812;26614007;25077038;24568162;29170841;29446253;23336488;27221911;24566325;28131825;28645247;30173945;26466412;24565842;30084835;24223656;29371921;27420766;21103345;28729631;20012722;24127039;19194830;12587840;15250241;30156013;19950772;20681031;20565817;21130731;20359855;23992017;20005210;19070389;22514698;19228732;22197904;28844951;28378944;27499090;8916146;16317687;12800245;8129031;24486723;16681930;16904648;27517322;11003620;20359814;25383044;24255171;24902539;30122948;27491820;12235080;23703673;23645731;18723481;24655726;29348467;26932893;26823715;20683954;16784656;29089545;25936772;28212545;23480756;26313366;25074868;15833824;10960444;26499888;29486282;25218593;26960307;28101220;27107220;27186411;21283657;29698699;19153483;28498473;14551510;24603802;28902342;19147772;28070171;19895177;26935541;10209503;27683055;25617627;8918403;26592508;18636187;29805522;10573518;23057720;27430608;27894946;20381954;22133064;25405519;15150106
GO:0097194,22425181;24782229;20458760;23480765;24869760;15677536;28544747;20231087;25046749;22807971;23802572;22654601;22799314;14704000;28913568;24906237;10928141;22581342;29516682;25090123;27902465;29525035;26870236;15011833;25689921;28166242;28388535;29913454;21777578;26420419;30136419;21537609;27847321;18542072;29107934;26935396;30121648;12035045;18701500;21661384;25245603;28178615;28337870;16927143;21325634;17217824;26014518;16024633;24968753;15057907;19282655;21654208;17235714;20145951;23254774;28594409;25623055;11168786;26007234;16209266;30282996;28656003;24009453;25962180;12133481;19697355;20473610;19414361;21788103;11783914;25479763;24587306;15150102;26143116;10023698;16936263;21932391;29058818;21334995;21778461;17287171;20306986;15566522;29408314;12115528;29928876;18291259;25152244;25803229;20691980;12484048;21855619;11953819;10362118;24272200;21394804;26173433;26470769;18813828;25606968;25125499;23480757;15336730;27345740;24603952;17241887;29532867;27035431;17729398;19968497;23877657;29512768;26797414;23121546;29039581;26840346;15730924;23619566;29725387;10711445;23274410;11747335;29110119;17352013;20101459;23225424;27277541;9881707;19528460;22194052;28873435;20724592;23799613;15052690;27554639;23812726;20412118;22230750;25344679;28096273;12483273;24998588;22162124;30084792;21965739;20698202;26090720;28412732;24337160;12681060;17067385;23531103;30008874;26954680;26967384;26312563;21647092;27039769;19825989;26571380;29057544;26309394;23887863;26287365;29471889;24329682;18752120;19821497;28060377;17724801;27472451;21429547;30235453;23949086;27825112;23493353;16357152;22200632;23637956;24247752;27191262;23859331;26812694;28766687;10632753;22038837;10869285;25170898;21612698;30388624;28422736;23298486;22044563;22201822;25064451;15794670;27382301;24676340;24427328;21912376;26160843;19358267;24312291;26925636;26980625;28733220;18597023;24587299;17470130;18270973;26451003;30111807;17165088;19460356;25502636;17690039;22901367;12680226;25760482;26923637;28521485;28241849;30086773;22926522;25010679;17341890;29871612;21830375;25053517;30067440;19564027;30382596;14760769;26250568;12120204;24100678;29513793;20688607;21953056;29963132;9328309;11414450;28454306;28100868;22886457;15940637;25280519;28670110;20216413;28178656;24811250;11854917;27918553;25165862;27231123;27216979;23942005;20938215;24351817;27630287;25895131;28414551;17037742;21330448;24552289;27349455;30205958;10393851;25037728;25435928;28753454;16166346;23658488;23754683;15968727;27186398;20510329;27829993;22320835;11870367;14598145;23348740;23646150;19291182;20924191;29740203;23354623;20564345;14647920;25633045;21109977;21373753;25229838;17406986;27795812;26614007;25077038;24568162;29170841;29446253;23336488;27221911;24566325;28131825;28645247;30173945;26466412;24565842;30084835;24223656;29371921;27420766;21103345;28729631;20012722;24127039;19194830;12587840;15250241;30156013;19950772;20681031;20565817;21130731;20359855;23992017;20005210;19070389;22514698;19228732;22197904;28844951;28378944;27499090;8916146;16317687;12800245;8129031;24486723;16681930;16904648;27517322;11003620;20359814;25383044;24255171;24902539;30122948;27491820;12235080;23703673;23645731;18723481;24655726;29348467;26932893;26823715;20683954;16784656;29089545;25936772;28212545;23480756;26313366;25074868;15833824;10960444;26499888;29486282;25218593;26960307;28101220;27107220;27186411;21283657;29698699;19153483;28498473;14551510;24603802;28902342;19147772;28070171;19895177;26935541;10209503;27683055;25617627;8918403;26592508;18636187;29805522;10573518;23057720;27430608;27894946;20381954;22133064;25405519;15150106
GO:0006915,22425181;24782229;20458760;23480765;24869760;15677536;28544747;20231087;25046749;22807971;23802572;22654601;22799314;14704000;28913568;24906237;10928141;22581342;29516682;25090123;27902465;29525035;26870236;15011833;25689921;28166242;28388535;29913454;21777578;26420419;30136419;21537609;27847321;18542072;29107934;26935396;30121648;12035045;18701500;21661384;25245603;28178615;28337870;16927143;21325634;17217824;26014518;16024633;24968753;15057907;19282655;21654208;17235714;20145951;23254774;28594409;25623055;11168786;26007234;16209266;30282996;28656003;24009453;25962180;12133481;19697355;20473610;19414361;21788103;11783914;25479763;24587306;15150102;16926628;26143116;10023698;16936263;21932391;29058818;21334995;21778461;17287171;20306986;15566522;29408314;12115528;29928876;18291259;24788596;25152244;25803229;20691980;12484048;21855619;11953819;10362118;24272200;21394804;26173433;26470769;18813828;27627808;25606968;25125499;23480757;15336730;27345740;24603952;17241887;29532867;27035431;17729398;19968497;23877657;29512768;26797414;23121546;29039581;26840346;15730924;23619566;29725387;10711445;23274410;11747335;29110119;17352013;20101459;23225424;27277541;23922859;9881707;19528460;22194052;28873435;20724592;23799613;23894007;15052690;27554639;23812726;20412118;22230750;25344679;28096273;12483273;18199552;24998588;22162124;30084792;21965739;20698202;26090720;28412732;24337160;12681060;17067385;23531103;30008874;26954680;26967384;26312563;21647092;27039769;19825989;26571380;29057544;26309394;23887863;26287365;29471889;24329682;18752120;19821497;28060377;17724801;27472451;21429547;30235453;23949086;27825112;23493353;16357152;22200632;23637956;24247752;27191262;23859331;26812694;28766687;10632753;22038837;10869285;25170898;21612698;30388624;28422736;23298486;22044563;22201822;25064451;15794670;27382301;24676340;24427328;21912376;26160843;19358267;24312291;26925636;26980625;28733220;18597023;24587299;17470130;18270973;26451003;30111807;17165088;19460356;25502636;17690039;22901367;12680226;25760482;26923637;28521485;28241849;30086773;22926522;25010679;17341890;29871612;21830375;25053517;30067440;19564027;30382596;14760769;26250568;12120204;24100678;29513793;20688607;21953056;29963132;9328309;11414450;28454306;28100868;22886457;15940637;25280519;28670110;20216413;28178656;24811250;11854917;27918553;25165862;27231123;27216979;23942005;20938215;24351817;27630287;25895131;28414551;17037742;21330448;24552289;27349455;30205958;10393851;25037728;25435928;28753454;16166346;23658488;23754683;15968727;27186398;20510329;27829993;22320835;11870367;14598145;23348740;23646150;19291182;20924191;29740203;23354623;20564345;24360936;14647920;25633045;21109977;21373753;25229838;23832540;17406986;27795812;26614007;22211101;25077038;24568162;29170841;29446253;23336488;27221911;24566325;28131825;28645247;30173945;26466412;24565842;30084835;24223656;29371921;27420766;21103345;25499970;28729631;20012722;24127039;19194830;12587840;15250241;30156013;19950772;20681031;20565817;21130731;20359855;23992017;20005210;19070389;22514698;19228732;22197904;28844951;28378944;27499090;8916146;16317687;12800245;8129031;24486723;16681930;16904648;27517322;11003620;20359814;25383044;24255171;24902539;30122948;27491820;12235080;23703673;23645731;18723481;24655726;29348467;26932893;26823715;20683954;16784656;29089545;25936772;28212545;23480756;26313366;24756644;25074868;15833824;10960444;26499888;29486282;25218593;26960307;28101220;27107220;27186411;21283657;29698699;19153483;28498473;14551510;24603802;28902342;19147772;28070171;19895177;21331764;26935541;10209503;27683055;25617627;8918403;26592508;18636187;29805522;10573518;23057720;27430608;27894946;20381954;22133064;25405519;15150106
GO:0046911,10066451
GO:0005737,12044528;15526136;21986127;14562280;28388653;10834014;24127039;26791814;8822109;18046064;19956832;15072822;21627382;16049296;15086604;22654601;24833881;9762547;30375181;15048136;23109464;11549587;24816558;27279267;20583413;23052372;6299500;8675149;23140395;20168062;12232571;18430455;12541051;19528460;22623519;9225149;16948823;11920540;23722602;16271085;10741286;22882193;21113139;24955270;24700253;15102683;20594273;7802141;10459625;16601979;24409060;16309224;22524850;30024526;22046092;11713577;11295067;25466963;29341470;26189633;16863567;8415585;25129091;29507901;23742050;28089541;16708300;10770596;25337264;7523272;16570351;22664794;16142313;26189350;10982619;26932893;29270746;30141990;26312563;20503460;24228121;25579553;24481592;26187786;21039987;24440094;29404524;17607371;19265264;12023580;21761100;8916147;21459725;25416598;11467378;17724801;15725805;19799607;10601548;23674846;24406866;21784171;17527078;28887321;15677545;20135719;24888903;25044480;20459570;23343959;10498642;11584358;15146167;21931375;23822562;17287171;16311342;15138547;15702232;26763622;12239600;18184271;10365850;15696116;24708177;24549785;3039284;11023105;11557787;26033745;20495367;8276377;24704591;21344355;11343239;30335866;26956962;11953819;24746211;11182037;15289361;29447925;10675475;11583969;25199550;29584696;18392717;8174474;15105812;27814272;23002345;23226796;2235098;10066451;26842558;10813869;25655296;10902971;22468084;30117003;20924037;25502636;12866584;20119975;24507101;27035431;17033799;25436332;11274640;19956499;19844156
GO:0003823,10066451
GO:0007565,20937726;29292237;16217885;10078826
GO:0016265,22926522;15526136;16393652;19509244;12587840;26550313;26699479;1928109;24570919;21953056;28913568;11414450;24049014;16847031;21777578;26420419;30024526;28139862;22733151;10870198;27826554;8790169;26617872;30121648;30122948;23703673;23751228;26277607;28439013;26767397;21647092;20683954;23658488;12044529;15483360;20842700;21464819;8935630;10093313;11870367;23348740;24889597;23949086;24587306;28826679;17938528;23807659;25755787;28619747;14647920;21334995;11079789;11552440;28101220;29408314;21528069;29957018;22038837;26945490;27186411;23832540;24603802;26657503;9766827;1762661;20553084;1314689;24191431;8782795;10209503;26869289;29618736;28647981;17064616;2558493;29492607;29375936;28062868;1464811;17690039;21338184;17033799;21103345
GO:0005623,28574228;26405574;29575299;10564951;15870882;20231087;12053219;22654601;23073323;20583413;25216424;22581342;29516682;19817893;29682557;25038797;10550309;26870236;8592401;7802141;26770369;7559084;25893892;26420419;10912937;21951672;25999659;18542072;22825302;24131658;26617872;30121648;12035045;19376120;23110045;21325634;28285962;8801209;15129903;21833756;24361215;21654208;17235714;20145951;26765459;8928197;26926789;23349941;12829999;23588386;16209266;16792547;22290731;30282996;30334579;15799977;11208728;28559964;12143210;30282449;17786316;29547757;11783914;29404445;20069059;21932391;27718154;17287171;15566522;20309424;29928876;24549785;10762635;16947321;29434290;15003464;28098904;24272200;23621247;29163784;24824030;23480757;27593557;27345740;26971088;25749036;25289642;19842219;26797414;26918355;15726664;25663464;29039581;15551730;19578742;22404757;23619566;20450726;10711445;23798555;20007086;24445397;29110119;9275473;22922884;18825277;22553346;23225424;23375797;22647350;19528460;28873435;29599313;20724592;11920595;20358123;11815973;20412118;22337081;18820947;22974371;27335829;17121879;20922056;21205092;24998588;24551272;30084792;23599686;29113809;19548033;26090720;8296095;9462658;25368235;19825989;23887863;29471889;24329682;18752120;19821497;17724801;23949086;26818550;28505002;21734809;24247752;21094139;23727990;21318226;24966896;23859331;20403235;21687942;26077733;9917499;24574749;21995635;20734221;24726839;14592665;26935789;22201822;24676340;25875552;24427328;24141775;28915621;26925636;1666951;11179508;28733220;17470130;30111807;19460356;25502636;17465213;28535665;29434721;26923637;28624624;25010679;8740842;12411152;24812403;8822109;29749456;30382596;24038588;20688607;21955433;29963132;25239565;11414450;23917144;11910351;9252136;28133229;24136146;11282489;24811250;25165862;27231123;2452817;29559246;27630287;27073719;23833654;8175925;25037728;28105220;26992854;16166346;7705781;29954840;20510329;28638453;23348740;18942395;12713872;15484322;26292259;23580078;28677740;9213311;18306229;29995783;21793031;2560529;24078448;10398165;3039284;24217644;25199550;17143485;7705949;27221911;19954816;25854403;26079872;21853342;20513801;18084256;28454463;15809756;30139026;24507101;21162905;27420766;28560603;25131931;28087162;12587840;21462380;28043904;30107706;20681031;20565817;20359855;3082828;20005210;22514698;27079357;23955451;30008878;12800245;21450690;18473424;8129031;22326466;24939880;27517322;26057354;29620225;24839254;23052842;17450475;21383778;27769807;16784656;24143223;27602165;23480756;19799607;20887801;10960444;20947262;18234643;16489016;11144921;21556582;20347808;29556285;19345377;17294242;23480755;26278512;26960307;21763455;28295868;16820886;28351285;29698699;19153483;22209942;22733362;10414697;11182037;27449039;25608150;10328326;18772362;28124097;7768398;16950403;22893470;20503174;30301635;17064616;22213475;22846349;7537711;28459363;22425181;22476540;12717278;22098159;23621473;20458760;15312360;18622386;11131459;26745042;29445149;30299561;28913568;16948823;29141455;25090123;16271085;24955270;24700253;25217963;19299076;10521494;28139862;12576437;14749036;14988827;16506371;28337870;24239776;10770596;11180864;27108649;23429232;15821928;30141990;22967555;17405896;26187786;24481592;18535672;27810781;26745061;25615400;12143044;20473610;22489696;15150102;21334995;25971332;28535506;30278918;23480772;22088438;28560424;25154789;28120434;29123259;15105812;2558493;27627808;25606968;25125499;26842558;26617696;29270024;24603952;24745619;29188076;23688168;23505219;26791814;29512768;23121546;25217982;15567755;28105184;10502827;23274410;11495044;17352013;26100205;25770659;17079474;27277541;24778022;23215436;21076843;9881707;23480766;22591401;11776376;22068162;23315987;26182391;22484120;24535250;28096273;20232394;12483273;24969815;22162124;22865301;21965739;29860474;17461449;30279202;24725816;8613003;23532667;27039769;16320583;26309394;8104857;17240305;24889597;19655168;27472451;22294827;22200632;18204862;24018821;27127878;8012983;18400094;15695398;21612698;28422736;26192431;25573313;15794670;21912376;29693152;26160843;19358267;25450776;1940805;24623408;19396965;22901367;12680226;28521485;22699055;21809359;19010890;21830375;16125303;10383902;16049296;12125919;15888382;14760769;10646872;20168062;26373575;2795683;15940637;24487593;30323667;27176078;23480758;29331794;30001540;27660676;27009073;12692057;20938215;25895131;9490278;17037742;20706883;19182490;26030248;26189350;10962865;26486326;16868542;23658488;30062820;8283077;21086164;19287191;12717390;16344070;23057996;25846744;20976731;23646150;19291182;28482619;22727731;28367245;8765416;10498642;30015925;14647920;24656321;23313142;29733835;24708177;21475857;28470351;17406986;10534331;25367337;9822921;29286255;15855925;7959590;26361144;30177842;20948317;27608843;16565491;23941814;8872777;24223656;10189896;11956586;20121546;20512538;19956499;19218340;10573370;14562280;16309194;22770403;28256505;11358043;11340376;28693161;30113586;26803515;19950772;23992017;19070389;22914614;28576144;27577078;23922722;27499090;18705771;25892683;7684197;23084587;28808481;19688828;16681930;26680985;16904648;19235585;12479071;15554392;30122948;22735632;23314853;26423826;21165562;21150717;11350606;23562903;25987048;22213145;23905013;23042548;29089545;23946596;29138340;27916775;26299768;28212545;11467378;24756644;25168293;25074868;28129656;15833824;30206411;21784171;23860324;18510672;25197362;18575715;28245089;12430636;21873469;27716361;29063951;16295444;28101220;22745766;27143047;18184271;23134772;24603802;30284180;26825606;18785538;19255573;28194091;29110582;26852750;10573518;15313687;29936458;18395502;27430608;23316622;28381173;28916388;30182496;20381954;29413947;25405519;30196535;19844156;24782229;24673799;24869760;15677536;15619017;28224616;25046749;23802572;28923203;27317099;18773859;22146626;28599455;27542675;30172911;18081149;30160357;8698619;27902465;16217885;29438839;30276551;22146319;7599787;18701500;29024814;16927143;17217824;24968753;15057907;28693246;25439443;28439013;20096135;23254774;26007234;15067341;22032823;18069763;22068819;10761710;7830335;16222735;24009453;23953227;19697355;21788103;8857639;20135719;28029662;20459570;18798553;11813599;16923477;15146167;21778461;29408314;29371936;21528069;24310606;15696116;24704591;26657503;29215725;20651380;24179535;18392717;24135722;23532186;26148937;2235098;17909206;26470769;29484968;18813828;18846386;15569461;23001532;2467436;20149523;27744566;15832413;18830050;11029885;26840346;29358655;28803245;15382127;30158952;18046064;29598788;17072955;23799613;15052690;10576351;27554639;26781979;20878072;26460616;27616304;21618579;21189991;7732224;20740367;26056085;24603459;29507901;25689251;20862982;12681060;26395180;19208520;21647092;25632066;22411204;8835746;22470047;9502079;18393368;24291052;29147441;27155525;30235453;27825112;16357152;28122578;27552844;10370689;27191262;16201082;22267983;26812694;20300969;22038837;29693707;20816680;15693071;17897917;25964537;18043033;24312291;12649372;18597023;24658096;27076629;9828214;20655306;11350903;19631667;27981602;17553067;18154639;29540696;17341890;21448425;30086457;21544480;21735144;22547928;15700311;14615419;26250568;16469407;24570919;11549587;24100678;29513793;19731027;27212159;9328309;16872309;23852458;23229154;24049014;25280519;28670110;11903748;26340507;12808057;16601979;29155108;11854917;20066734;8276351;23891972;15368106;23370327;30304546;27626174;30205958;7844990;17593822;27364974;25435928;11107064;21472131;16138120;27186398;1851775;11870367;19116147;20137822;17527078;28887321;8093356;10617275;23822562;28077595;18271924;21109977;18026993;24568162;30325778;29725386;22912546;29170841;28445951;24930574;26466412;15655831;24565842;26230915;29371921;25277242;14646575;30219954;21103345;20146264;8717228;28982905;29387225;26855082;24127039;19194830;25657110;15250241;30156013;16625096;19904746;25181339;23728799;19228732;28844951;29169115;28184929;8916146;11254501;16317687;14648071;24868471;22739336;8492470;20359814;23703673;26838210;23593935;22907641;23645731;1652129;26969892;24655726;20594328;16570351;19954766;9062875;26572808;10982619;12645342;23858322;26823715;15682471;20683954;21571834;21464819;25936772;1566565;11107175;23382894;26313366;20480521;27469137;15071739;24147037;15696189;17072981;26184027;23008149;12065310;23653380;15598376;28731197;14551510;24007242;22490663;28070171;19895177;29344648;25632187;10209503;25617627;20047593;8918403;26592508;23588885;23057720;8600693;23480770;25691459;28668389;23464969;28959141;15150106;30352908;18226047;25569100;15743030;14973068;23480765;28409558;23205114;28611292;20162464;29408647;28105112;23298711;27655691;24606884;29133140;2796960;24906237;15041730;23588887;15011833;19436294;16336976;29913454;17621267;19365862;28930164;20731018;22843894;15519654;29569474;25557794;22046092;30136419;21537609;15173673;11713577;27847321;26935396;28123600;16551849;15884115;25681513;24837480;10842191;28272202;21160963;16024633;25380521;19282655;21782971;30266493;25623055;11168786;12044529;11914601;21533411;23721191;9331094;26573191;16077978;25962180;27442966;12133481;10547541;19414361;25194504;24587306;18995208;26143116;24796583;28619747;16936263;29058818;16891476;12115528;10365850;7686712;9737569;24788596;12532418;24953832;9260603;9766827;12484048;26726879;11953819;16436657;24191431;21394804;28492560;11852114;26173433;16794394;23306848;29375936;18265660;17241887;15011824;27035431;22721369;29093991;16712791;17278210;27814272;29725387;2451557;25132998;28053236;8708392;8887046;11747335;20101459;24628713;2841989;22221899;19266243;24860692;8675149;29286615;30250623;15842941;22194052;19956853;22875246;20381452;22173493;23787814;25344679;26982343;22664794;24337160;30008874;23696149;14999691;11482872;26312563;29404524;26287365;29574153;25815516;27821106;24436269;23268317;21429547;25391422;25071344;23637956;23339102;11584358;20568110;27062572;27015836;15897577;28766687;24867095;17384912;10632753;15257553;29957018;29235470;20495367;12615726;2265416;12594573;19390950;20545696;25742482;25002984;10196386;26125915;27382301;15645130;30377340;27502167;7540236;26228109;23163606;24179538;8020667;24587299;26684807;30001777;16835633;25471741;27084680;24672662;28241849;25882880;26623561;21921633;10398901;22926522;2839749;27721729;11353065;25053517;25081716;30067440;12829998;23172661;16489179;18333072;21953056;17342195;26545779;10741286;14583778;18839982;28178656;2351571;18478945;24280681;24169343;15242496;12107841;24351817;15118756;21042948;10393851;24682444;24901008;29270746;21039987;15968727;21871105;27811010;22134783;8199698;29344142;19787286;25736055;12717393;14701718;29435072;23354623;23665284;25031748;18692501;21333016;23832540;22130902;27698452;25805932;29446253;25038821;14527906;23336488;26627606;26884821;10570420;12654561;24566325;29147429;21529356;25499970;26626643;21557726;21451941;20012722;29844685;25713876;20579324;15887117;24293410;26043778;10468286;21130731;24438533;10392914;23807641;16937295;28378944;19540556;24486723;19347283;11295067;21932402;25383044;24902539;27491820;12235080;23742050;28138440;18723481;15968548;9542514;11249201;25427641;29601088;27902971;26932893;11169059;11680592;12143238;28423362;20715158;12029618;26499888;29871934;26644413;24888903;26910791;19860841;24699315;26397134;12903495;11552440;28454273;27107220;26530123;29805605;11692064;26033745;24393915;25708948;24794791;28498473;29286150;21360081;21331764;26935541;29732001;29805522;17928076;22468084;12379757;11802210;22133064;23573322;21860687;28427077
